name,location,line,votes,clears,createdAt,lastConfirmedAt
"Train standing by at station","JFK/UMass","Red Line - Southbound",1,0,2015-03-26T22:06:22.000Z,2015-03-26T22:07:06.938Z
"Delayed train","South Station","Providence-Stoughton Line - Outbound",0,0,2015-04-21T23:24:15.354Z,2015-04-21T23:24:15.354Z
"Train standing by at station","South Station","Red Line - Southbound",0,0,2015-04-24T23:35:59.818Z,2015-04-24T23:35:59.818Z
"Normal conditions","State","Blue Line - Northbound",1,0,2015-03-02T21:29:38.633Z,2015-03-02T21:46:07.448Z
"Normal conditions","Central Square","Red Line - Southbound",0,0,2015-02-24T15:10:39.346Z,2015-02-24T15:10:39.346Z
"Train stopped between stations","State Street","Orange Line - Northbound",0,0,2015-03-05T00:20:18.476Z,2015-03-05T00:20:18.476Z
"Normal conditions","Ashmont","Red Line - Northbound",0,0,2015-05-21T21:54:28.088Z,2015-05-21T21:54:28.088Z
"Normal conditions","Wellington","Orange Line - Southbound",0,0,2015-03-02T13:13:28.654Z,2015-03-02T13:13:28.654Z
"Train stopped between stations","Porter Square","Red Line - Northbound",0,0,2015-05-21T21:40:26.026Z,2015-05-21T21:40:26.026Z
"Overcrowded platform","Kenmore","Green Line D - Eastbound",0,0,2015-05-15T12:57:31.016Z,2015-05-15T12:57:31.016Z
"Train too crowded to board","State Street","Orange Line - Southbound",0,0,2015-08-13T12:02:33.465Z,2015-08-13T12:02:33.465Z
"Normal conditions","Central Square","Red Line - Northbound",2,0,2015-02-26T02:16:43.887Z,2015-02-26T02:21:45.530Z
"Train too crowded to board","Oak Grove","Orange Line - Southbound",0,0,2015-06-02T12:52:28.407Z,2015-06-02T12:52:28.407Z
"Normal conditions","Kendall","Red Line - Southbound",0,0,2015-03-04T03:34:48.331Z,2015-03-04T03:34:48.331Z
"Overcrowded train","Sullivan Square","Orange Line - Southbound",0,0,2015-03-05T13:52:41.009Z,2015-03-05T13:52:41.009Z
"Delayed train","State Street","Orange Line - Northbound",1,0,2015-03-03T13:45:06.790Z,2015-03-03T13:47:43.655Z
"Normal conditions","Park Street","Red Line - Northbound",1,0,2015-02-25T14:40:16.120Z,2015-02-25T14:41:06.225Z
"Delayed train","Park Street","Red Line - Southbound",0,0,2015-02-26T01:55:23.949Z,2015-02-26T01:55:23.949Z
"Delayed train","Downtown Crossing","Orange Line - Southbound",0,0,2015-05-09T15:31:31.704Z,2015-05-09T15:31:31.704Z
"Normal conditions","Park Street","Red Line - Southbound",4,1,2015-02-24T22:37:56.165Z,2015-02-24T23:22:52.825Z
"Overcrowded train","Sullivan Square","Orange Line - Southbound",0,0,2015-03-18T13:15:55.847Z,2015-03-18T13:15:55.847Z
"Delayed train","Quincy Adams","Red Line - Northbound",1,0,2015-03-04T13:48:08.233Z,2015-03-04T13:49:07.193Z
"Train stopped between stations","Porter Square","Red Line - Northbound",1,0,2015-05-12T21:02:53.531Z,2015-05-12T21:16:29.939Z
"Delayed train","Porter Sq.","Fitchburg Line - Outbound",2,0,2015-03-16T21:23:43.257Z,2015-03-16T21:29:26.991Z
"Delayed train","Forest Hills","Orange Line - Northbound",0,0,2015-04-29T13:36:18.592Z,2015-04-29T13:36:18.592Z
"Train standing by at station","Park Street","Red Line - Southbound",0,0,2015-05-15T22:08:55.763Z,2015-05-15T22:08:55.763Z
"Train too crowded to board","Central Square","Red Line - Northbound",0,0,2015-03-06T23:05:19.876Z,2015-03-06T23:05:19.876Z
"Normal conditions","Lowell","Lowell Line - Inbound",0,0,2015-04-10T14:30:02.625Z,2015-04-10T14:30:02.625Z
"Delayed train","Kenmore","Green Line B - Westbound",0,0,2015-02-25T22:59:03.728Z,2015-02-25T22:59:03.728Z
"Overcrowded platform","Central Square","Red Line - Northbound",1,0,2015-03-05T22:17:33.861Z,2015-03-05T22:21:59.425Z
"Delayed train","JFK/UMass","Red Line - Northbound",0,0,2015-03-04T13:49:21.883Z,2015-03-04T13:49:21.883Z
"Train too crowded to board","Alewife","Red Line - Southbound",0,0,2015-03-02T16:21:14.564Z,2015-03-02T16:21:14.564Z
"Normal conditions","Braintree","Red Line - Northbound",0,0,2015-03-20T11:05:26.632Z,2015-03-20T11:05:26.632Z
"Delayed train","Coolidge Corner","Green Line C - Westbound",0,0,2015-03-03T03:51:36.576Z,2015-03-03T03:51:36.576Z
"Disabled train","Jackson Square","Orange Line - Southbound",0,0,2015-04-21T01:31:27.762Z,2015-04-21T01:31:27.762Z
"Normal conditions","Oak Grove","Orange Line - Southbound",1,0,2015-02-26T13:10:22.629Z,2015-02-26T13:27:15.452Z
"Train too crowded to board","Maverick","Blue Line - Southbound",0,0,2015-05-21T11:53:57.686Z,2015-05-21T11:53:57.686Z
"Normal conditions","Community College","Orange Line - Southbound",0,0,2015-02-26T01:23:30.417Z,2015-02-26T01:23:30.417Z
"Delayed train","Quincy Adams","Red Line - Northbound",0,0,2015-07-15T01:04:45.906Z,2015-07-15T01:04:45.906Z
"Normal conditions","Alewife","Red Line - Southbound",0,0,2015-06-09T13:31:19.124Z,2015-06-09T13:31:19.124Z
"Overcrowded platform","Porter Square","Red Line - Southbound",1,0,2015-05-05T12:24:43.425Z,2015-05-05T12:28:25.353Z
"Train standing by at station","Coolidge Corner","Green Line C - Eastbound",0,0,2015-07-31T23:00:57.966Z,2015-07-31T23:00:57.966Z
"Train standing by at station","Central Square","Red Line - Southbound",0,1,2015-05-12T20:38:42.361Z,2015-05-12T20:38:42.361Z
"Delayed train","Tufts Medical Center","Orange Line - Southbound",2,0,2015-03-17T22:14:05.069Z,2015-03-17T22:25:28.535Z
"Overcrowded train","Sullivan Square","Orange Line - Southbound",1,0,2015-08-03T11:57:34.704Z,2015-08-03T11:59:16.468Z
"Delayed train","Chestnut Hill","Green Line D - Eastbound",0,0,2015-03-11T20:26:20.464Z,2015-03-11T20:26:20.464Z
"Delayed train","Ashmont","Red Line - Northbound",0,0,2015-04-07T16:46:17.699Z,2015-04-07T16:46:17.699Z
"Delayed train","Kendall","Red Line - Southbound",1,0,2015-03-10T20:43:28.438Z,2015-03-10T20:43:41.949Z
"Train too crowded to board","Wellington","Orange Line - Southbound",0,0,2015-03-13T11:39:22.483Z,2015-03-13T11:39:22.483Z
"Train standing by at station","Andrew","Red Line - Northbound",0,0,2015-03-24T11:25:40.441Z,2015-03-24T11:25:40.441Z
"Train too crowded to board","Park Street","Green Line B - Eastbound",1,0,2015-03-02T18:31:21.442Z,2015-03-02T18:32:36.868Z
"Normal conditions","Back Bay","Orange Line - Northbound",0,0,2015-05-21T00:03:29.288Z,2015-05-21T00:03:29.288Z
"Overcrowded platform","Downtown Crossing","Orange Line - Northbound",1,0,2015-03-05T22:30:39.260Z,2015-03-05T22:34:30.966Z
"Overcrowded platform","Assembly","Orange Line - Southbound",0,0,2015-05-07T12:48:49.410Z,2015-05-07T12:48:49.410Z
"Delayed train","Alewife","Red Line - Northbound",0,1,2015-02-25T01:34:47.453Z,2015-02-25T01:34:47.453Z
"Normal conditions","Park Street","Red Line - Northbound",0,0,2015-05-26T21:08:45.911Z,2015-05-26T21:08:45.911Z
"Train too crowded to board","North Quincy","Red Line - Northbound",1,0,2015-02-27T12:28:28.345Z,2015-02-27T12:45:40.852Z
"Normal conditions","Hanson","Kingston-Plymouth Line - Inbound",1,0,2015-03-05T12:59:47.436Z,2015-03-05T13:00:07.703Z
"Police action","Stony Brook","Orange Line - Northbound",0,0,2015-03-17T22:40:42.217Z,2015-03-17T22:40:42.217Z
"Delayed train","Haverhill","Haverhill Line - Outbound",1,0,2015-03-09T21:59:18.084Z,2015-03-09T22:01:03.192Z
"Train stopped between stations","Charles/MGH","Red Line - Northbound",1,0,2015-03-03T00:45:29.042Z,2015-03-03T00:49:18.592Z
"Delayed train","Downtown Crossing","Orange Line - Northbound",0,0,2015-03-26T19:04:18.554Z,2015-03-26T19:04:18.554Z
"Medical emergency","Readville","Fairmount Line - Inbound",0,0,2015-03-21T16:39:15.097Z,2015-03-21T16:39:15.097Z
"Delayed train","Englewood Ave.","Green Line C - Eastbound",0,0,2015-02-25T05:33:05.845Z,2015-02-25T05:33:05.845Z
"Delayed train","Park Street","Red Line - Northbound",1,0,2015-03-06T00:18:28.666Z,2015-03-06T00:21:41.609Z
"Train too crowded to board","South Station","Red Line - Southbound",1,0,2015-03-03T22:58:25.691Z,2015-03-03T22:59:24.622Z
"Delayed train","Alewife","Red Line - Northbound",0,0,2015-03-06T10:48:03.356Z,2015-03-06T10:48:03.356Z
"Normal conditions","Davis","Red Line - Southbound",1,0,2015-02-27T13:23:20.590Z,2015-02-27T13:30:04.751Z
"Delayed train","Braintree","Red Line - Southbound",0,0,2015-02-28T06:04:29.723Z,2015-02-28T06:04:29.723Z
"Delayed train","Wickford Junction","Providence-Stoughton Line - Inbound",0,0,2015-04-27T11:50:40.188Z,2015-04-27T11:50:40.188Z
"Normal conditions","Central Square","Red Line - Southbound",0,0,2015-02-27T12:47:26.962Z,2015-02-27T12:47:26.962Z
"Train stopped between stations","Davis","Red Line - Northbound",0,0,2015-08-10T21:17:23.150Z,2015-08-10T21:17:23.150Z
"Train stopped between stations","Charles/MGH","Red Line - Southbound",2,0,2015-03-12T21:54:14.115Z,2015-03-12T22:04:21.675Z
"Train too crowded to board","Davis","Red Line - Southbound",10,7,2015-02-25T12:52:24.891Z,2015-02-25T13:49:05.042Z
"Train too crowded to board","State Street","Orange Line - Northbound",0,0,2015-07-06T21:43:25.366Z,2015-07-06T21:43:25.366Z
"Disabled train","Massachusetts Ave.","Orange Line - Northbound",1,0,2015-03-05T20:41:20.974Z,2015-03-05T20:47:30.394Z
"Normal conditions","Park Street","Red Line - Northbound",1,0,2015-03-25T21:44:24.238Z,2015-03-25T21:56:56.588Z
"Delayed train","State Street","Orange Line - Northbound",1,0,2015-03-03T23:44:02.748Z,2015-03-03T23:48:37.190Z
"Train too crowded to board","Broadway","Red Line - Northbound",0,0,2015-05-29T12:42:27.263Z,2015-05-29T12:42:27.263Z
"Police action","Griggs Street","Green Line B - Eastbound",0,0,2015-03-02T15:55:37.415Z,2015-03-02T15:55:37.415Z
"Normal conditions","Davis","Red Line - Southbound",0,0,2015-03-20T11:45:03.149Z,2015-03-20T11:45:03.149Z
"Train too crowded to board","Downtown Crossing","Red Line - Southbound",0,0,2015-04-21T21:32:43.243Z,2015-04-21T21:32:43.243Z
"Delayed train","Alewife","Red Line - Southbound",0,0,2015-04-01T20:45:46.344Z,2015-04-01T20:45:46.344Z
"Normal conditions","Wonderland","Blue Line - Northbound",0,0,2015-02-26T21:55:52.280Z,2015-02-26T21:55:52.280Z
"Police action","Oak Grove","Orange Line - Northbound",0,0,2015-03-01T03:17:14.715Z,2015-03-01T03:17:14.715Z
"Train standing by at station","Harvard Ave.","Green Line B - Eastbound",0,0,2015-04-08T14:07:01.523Z,2015-04-08T14:07:01.523Z
"Delayed train","Alewife","Red Line - Northbound",0,2,2015-02-27T01:16:47.989Z,2015-02-27T01:16:47.989Z
"Train stopped between stations","Back Bay","Orange Line - Northbound",0,0,2015-07-28T22:47:28.349Z,2015-07-28T22:47:28.349Z
"Normal conditions","S. Acton","Fitchburg Line - Inbound",0,0,2015-03-05T11:39:49.611Z,2015-03-05T11:39:49.611Z
"Train stopped between stations","Boylston","Green Line C - Eastbound",1,0,2015-03-23T12:19:54.465Z,2015-03-23T12:23:15.426Z
"Train too crowded to board","Stony Brook","Orange Line - Northbound",3,1,2015-02-26T14:00:45.548Z,2015-02-26T14:02:52.606Z
"Train standing by at station","Park Street","Green Line D - Westbound",0,0,2015-07-27T19:38:35.418Z,2015-07-27T19:38:35.418Z
"Train too crowded to board","Back Bay","Orange Line - Northbound",1,1,2015-02-25T22:48:05.856Z,2015-02-25T22:57:03.452Z
"Delayed train","Malden Center","Orange Line - Northbound",0,0,2015-03-01T03:18:17.055Z,2015-03-01T03:18:17.055Z
"Disabled train","Harvard Square","Red Line - Southbound",1,1,2015-03-20T11:31:31.295Z,2015-03-20T11:33:08.593Z
"Delayed train","Alewife","Red Line - Northbound",0,1,2015-03-09T20:49:47.040Z,2015-03-09T20:49:47.040Z
"Delayed train","JFK/UMass","Red Line - Southbound",0,0,2015-03-03T14:47:06.061Z,2015-03-03T14:47:06.061Z
"Train too crowded to board","Central Square","Red Line - Southbound",1,0,2015-06-18T12:33:12.570Z,2015-06-18T12:49:33.878Z
"Delayed train","Davis","Red Line - Northbound",0,0,2015-06-11T21:32:10.046Z,2015-06-11T21:32:10.046Z
"Delayed train","Broadway","Red Line - Southbound",1,0,2015-03-02T22:47:12.613Z,2015-03-02T22:51:09.250Z
"Disabled train","North Quincy","Red Line - Northbound",0,0,2015-04-16T11:36:58.857Z,2015-04-16T11:36:58.857Z
"Train stopped between stations","Broadway","Red Line - Northbound",0,1,2015-03-19T12:21:10.500Z,2015-03-19T12:21:10.500Z
"Overcrowded platform","Kendall","Red Line - Northbound",1,0,2015-03-05T22:11:02.910Z,2015-03-05T22:11:16.924Z
"Delayed train","Kendall","Red Line - Northbound",0,0,2015-03-02T01:35:26.249Z,2015-03-02T01:35:26.249Z
"Delayed train","Greenbush","Greenbush Line - Inbound",1,0,2015-03-27T11:57:53.965Z,2015-03-27T11:58:23.976Z
"Delayed train","Stoughton","Providence-Stoughton Line - Inbound",0,0,2015-07-27T10:54:04.171Z,2015-07-27T10:54:04.171Z
"Delayed train","Downtown Crossing","Red Line - Southbound",1,0,2015-05-18T22:09:54.621Z,2015-05-18T22:11:16.262Z
"Overcrowded train","Central Square","Red Line - Southbound",0,0,2015-04-01T12:24:24.696Z,2015-04-01T12:24:24.696Z
"Overcrowded train","Downtown Crossing","Orange Line - Northbound",0,0,2015-03-17T19:10:10.471Z,2015-03-17T19:10:10.471Z
"Normal conditions","Charles/MGH","Red Line - Northbound",0,0,2015-05-29T20:43:59.855Z,2015-05-29T20:43:59.855Z
"Delayed train","Davis","Red Line - Southbound",1,0,2015-06-25T11:05:28.561Z,2015-06-25T11:19:50.058Z
"Delayed train","Chinatown","Orange Line - Southbound",0,0,2015-03-17T22:25:57.468Z,2015-03-17T22:25:57.468Z
"Train standing by at station","Back Bay","Orange Line - Northbound",0,0,2015-03-23T21:38:53.510Z,2015-03-23T21:38:53.510Z
"Train too crowded to board","Chinatown","Orange Line - Northbound",0,1,2015-05-05T21:09:35.991Z,2015-05-05T21:09:35.991Z
"Overcrowded train","Back Bay","Orange Line - Northbound",0,0,2015-05-12T21:10:42.964Z,2015-05-12T21:10:42.964Z
"Overcrowded platform","Haymarket","Green Line E - Westbound",0,0,2015-05-06T22:16:01.923Z,2015-05-06T22:16:01.923Z
"Delayed train","South Station","Franklin Line - Outbound",0,0,2015-07-27T23:32:08.647Z,2015-07-27T23:32:08.647Z
"Delayed train","North Station","Newburyport-Rockport Line - Outbound",0,0,2015-03-12T22:51:50.299Z,2015-03-12T22:51:50.299Z
"Delayed train","Davis","Red Line - Northbound",0,0,2015-06-18T13:23:36.812Z,2015-06-18T13:23:36.812Z
"Train too crowded to board","Quincy Center","Red Line - Northbound",7,1,2015-02-25T13:01:54.312Z,2015-02-25T13:56:47.334Z
"Overcrowded train","Porter Square","Red Line - Southbound",2,0,2015-03-04T13:08:03.090Z,2015-03-04T13:09:10.097Z
"Delayed train","Ashmont","Red Line - Northbound",0,0,2015-05-12T21:10:38.110Z,2015-05-12T21:10:38.110Z
"Disabled train","Downtown Crossing","Red Line - Southbound",0,0,2015-05-18T22:37:17.135Z,2015-05-18T22:37:17.135Z
"Train stopped between stations","North Quincy","Red Line - Northbound",0,0,2015-02-24T23:19:04.168Z,2015-02-24T23:19:04.168Z
"Overcrowded train","Chinatown","Orange Line - Northbound",0,0,2015-03-17T19:07:59.483Z,2015-03-17T19:07:59.483Z
"Normal conditions","Kendall","Red Line - Northbound",0,0,2015-03-04T03:32:28.972Z,2015-03-04T03:32:28.972Z
"Delayed train","South Station","Red Line - Southbound",0,0,2015-04-15T21:46:55.341Z,2015-04-15T21:46:55.341Z
"Normal conditions","Alewife","Red Line - Southbound",0,0,2015-05-05T12:28:54.973Z,2015-05-05T12:28:54.973Z
"Overcrowded train","North Station","Orange Line - Northbound",0,0,2015-03-20T22:49:18.855Z,2015-03-20T22:49:18.855Z
"Disabled train","Central Square","Red Line - Southbound",2,0,2015-04-20T13:37:00.670Z,2015-04-20T13:40:14.125Z
"Delayed train","Park Street","Red Line - Northbound",2,0,2015-03-05T22:07:00.335Z,2015-03-05T22:07:50.435Z
"Normal conditions","South Station","Framingham-Worcester Line - Outbound",0,0,2015-05-27T00:31:05.299Z,2015-05-27T00:31:05.299Z
"Normal conditions","Davis","Red Line - Southbound",0,0,2015-03-16T12:55:11.247Z,2015-03-16T12:55:11.247Z
"Normal conditions","Charles/MGH","Red Line - Northbound",0,0,2015-03-31T21:16:10.462Z,2015-03-31T21:16:10.462Z
"Delayed train","North Quincy","Red Line - Northbound",1,0,2015-03-02T13:29:53.393Z,2015-03-02T13:37:34.225Z
"Train too crowded to board","Downtown Crossing","Red Line - Northbound",1,1,2015-02-25T13:19:44.868Z,2015-02-25T13:30:47.372Z
"Normal conditions","West Medford","Lowell Line - Outbound",0,0,2015-03-18T22:32:56.557Z,2015-03-18T22:32:56.557Z
"Train too crowded to board","Back Bay","Orange Line - Northbound",1,0,2015-02-26T13:44:07.188Z,2015-02-26T13:51:54.246Z
"Medical emergency","South Station","Red Line - Northbound",1,0,2015-02-26T14:34:21.238Z,2015-02-26T14:34:37.679Z
"Train too crowded to board","Park Street","Red Line - Northbound",2,0,2015-05-13T21:14:45.838Z,2015-05-13T21:20:58.606Z
"Overcrowded train","JFK/UMass","Red Line - Southbound",0,1,2015-03-12T21:51:15.214Z,2015-03-12T21:51:15.214Z
"Normal conditions","Oak Grove","Orange Line - Southbound",0,0,2015-04-14T22:21:00.619Z,2015-04-14T22:21:00.619Z
"Normal conditions","Back Bay","Orange Line - Northbound",1,0,2015-03-03T23:01:42.472Z,2015-03-03T23:19:13.713Z
"Delayed train","Fenway","Green Line D - Westbound",2,0,2015-04-29T22:09:09.017Z,2015-04-29T22:11:58.471Z
"Train standing by at station","Central Square","Red Line - Southbound",2,0,2015-08-11T14:09:13.321Z,2015-08-11T14:14:17.842Z
"Delayed train","Wellington","Orange Line - Southbound",0,0,2015-08-08T16:18:06.566Z,2015-08-08T16:18:06.566Z
"Delayed train","Porter Square","Red Line - Southbound",0,0,2015-02-26T18:40:30.392Z,2015-02-26T18:40:30.392Z
"Normal conditions","Tufts Medical Center","Orange Line - Northbound",0,0,2015-03-02T22:52:41.895Z,2015-03-02T22:52:41.895Z
"Normal conditions","Northeastern University","Green Line E - Westbound",0,0,2015-06-10T22:06:56.453Z,2015-06-10T22:06:56.453Z
"Delayed train","Back Bay","Orange Line - Southbound",0,0,2015-06-05T22:46:07.859Z,2015-06-05T22:46:07.859Z
"Overcrowded platform","Quincy Center","Red Line - Northbound",0,0,2015-06-26T21:16:53.247Z,2015-06-26T21:16:53.247Z
"Train stopped between stations","Davis","Red Line - Northbound",0,0,2015-04-03T10:16:57.290Z,2015-04-03T10:16:57.290Z
"Delayed train","Davis","Red Line - Southbound",3,0,2015-02-25T12:01:21.030Z,2015-02-25T12:31:46.310Z
"Overcrowded platform","Cleveland Circle","Green Line C - Eastbound",0,0,2015-04-08T12:19:18.225Z,2015-04-08T12:19:18.225Z
"Delayed train","Park Street","Green Line D - Eastbound",0,0,2015-03-11T20:25:57.775Z,2015-03-11T20:25:57.775Z
"Normal conditions","Sullivan Square","Orange Line - Southbound",1,0,2015-02-27T13:03:25.726Z,2015-02-27T13:20:31.984Z
"Disabled train","North Station","Green Line C - Westbound",0,0,2015-03-21T18:11:58.377Z,2015-03-21T18:11:58.377Z
"Overcrowded train","Andrew","Red Line - Southbound",0,0,2015-03-12T21:48:12.389Z,2015-03-12T21:48:12.389Z
"Overcrowded platform","Alewife","Red Line - Northbound",2,0,2015-03-05T22:04:24.880Z,2015-03-05T22:32:17.364Z
"Delayed train","Massachusetts Ave.","Orange Line - Southbound",1,0,2015-02-26T21:08:25.194Z,2015-02-26T21:10:42.119Z
"Overcrowded train","Massachusetts Ave.","Orange Line - Northbound",0,1,2015-02-26T13:41:38.984Z,2015-02-26T13:41:38.984Z
"Overcrowded train","Central Square","Red Line - Southbound",1,0,2015-02-24T14:27:31.024Z,2015-02-24T14:39:06.931Z
"Overcrowded platform","Lechmere","Green Line E - Westbound",0,0,2015-03-03T13:45:07.312Z,2015-03-03T13:45:07.312Z
"Normal conditions","Downtown Crossing","Red Line - Northbound",0,0,2015-02-26T12:15:41.385Z,2015-02-26T12:15:41.385Z
"Delayed train","Harvard Square","Red Line - Southbound",3,0,2015-03-25T18:33:19.916Z,2015-03-25T18:56:44.368Z
"Delayed train","Davis","Red Line - Southbound",0,0,2015-03-09T13:30:28.921Z,2015-03-09T13:30:28.921Z
"Delayed train","Green Street","Orange Line - Southbound",0,1,2015-07-14T00:19:38.352Z,2015-07-14T00:19:38.352Z
"Overcrowded platform","Alewife","Red Line - Northbound",0,0,2015-03-06T22:53:47.824Z,2015-03-06T22:53:47.824Z
"Overcrowded platform","Downtown Crossing","Orange Line - Northbound",1,0,2015-02-27T22:25:06.960Z,2015-02-27T22:26:37.012Z
"Train stopped between stations","Charles/MGH","Red Line - Northbound",2,0,2015-03-02T23:55:04.870Z,2015-03-03T00:02:30.342Z
"Delayed train","Quincy Adams","Red Line - Northbound",1,0,2015-03-03T13:25:29.767Z,2015-03-03T13:27:39.447Z
"Train standing by at station","JFK/UMass","Red Line - Northbound",0,0,2015-06-15T14:06:54.636Z,2015-06-15T14:06:54.636Z
"Delayed train","Park Street","Red Line - Northbound",0,0,2015-06-05T02:14:02.639Z,2015-06-05T02:14:02.639Z
"Train stopped between stations","Kendall","Red Line - Northbound",2,0,2015-02-24T22:52:30.375Z,2015-02-24T22:52:57.619Z
"Delayed train","Lechmere","Green Line E - Westbound",1,0,2015-03-10T12:20:12.567Z,2015-03-10T12:20:28.731Z
"Overcrowded train","Downtown Crossing","Red Line - Southbound",0,0,2015-02-26T22:05:49.055Z,2015-02-26T22:05:49.055Z
"Delayed train","Davis","Red Line - Southbound",0,0,2015-04-06T12:40:43.313Z,2015-04-06T12:40:43.313Z
"Overcrowded platform","Kendall","Red Line - Southbound",0,0,2015-03-10T20:20:33.292Z,2015-03-10T20:20:33.292Z
"Normal conditions","Coolidge Corner","Green Line C - Eastbound",0,0,2015-03-17T13:07:31.358Z,2015-03-17T13:07:31.358Z
"Train stopped between stations","Aquarium","Blue Line - Northbound",0,0,2015-03-09T22:44:28.105Z,2015-03-09T22:44:28.105Z
"Disabled train","Reservoir","Green Line D - Eastbound",0,0,2015-06-27T20:37:42.532Z,2015-06-27T20:37:42.532Z
"Normal conditions","Washington St & E Newton St","SL5 - Inbound",0,0,2015-05-27T11:24:09.839Z,2015-05-27T11:24:09.839Z
"Disabled train","Highland","Needham Line - Inbound",0,0,2015-06-08T15:09:12.371Z,2015-06-08T15:09:12.371Z
"Train too crowded to board","State Street","Orange Line - Southbound",0,0,2015-06-11T12:37:52.645Z,2015-06-11T12:37:52.645Z
"Normal conditions","Andrew","Red Line - Northbound",0,0,2015-02-26T14:32:31.616Z,2015-02-26T14:32:31.616Z
"Overcrowded platform","Downtown Crossing","Orange Line - Northbound",1,0,2015-03-05T20:58:28.205Z,2015-03-05T21:02:46.277Z
"Train standing by at station","Coolidge Corner","Green Line C - Eastbound",0,0,2015-06-15T14:39:12.728Z,2015-06-15T14:39:12.728Z
"Overcrowded train","Haymarket","Orange Line - Southbound",4,0,2015-02-26T12:26:41.056Z,2015-02-26T13:01:16.070Z
"Police action","Jackson Square","Orange Line - Northbound",0,1,2015-02-27T21:51:36.449Z,2015-02-27T21:51:36.449Z
"Train too crowded to board","Park Street","Green Line C - Westbound",0,0,2015-02-27T13:46:52.499Z,2015-02-27T13:46:52.499Z
"Overcrowded train","Davis","Red Line - Northbound",0,1,2015-02-25T23:38:59.344Z,2015-02-25T23:38:59.344Z
"Normal conditions","Forest Hills","Needham Line - Inbound",0,0,2015-05-15T15:32:26.253Z,2015-05-15T15:32:26.253Z
"Delayed train","Kendall","Red Line - Southbound",0,0,2015-03-18T12:50:01.344Z,2015-03-18T12:50:01.344Z
"Train stopped between stations","JFK/UMass","Red Line - Northbound",0,1,2015-03-05T22:12:58.337Z,2015-03-05T22:12:58.337Z
"Normal conditions","Andrew","Red Line - Northbound",0,0,2015-03-09T13:36:39.524Z,2015-03-09T13:36:39.524Z
"Train too crowded to board","State Street","Orange Line - Northbound",0,0,2015-03-25T22:06:05.454Z,2015-03-25T22:06:05.454Z
"Delayed train","Mansfield","Providence-Stoughton Line - Inbound",0,0,2015-04-01T10:42:27.734Z,2015-04-01T10:42:27.734Z
"Delayed train","Central Square","Red Line - Southbound",1,1,2015-02-27T12:48:51.442Z,2015-02-27T13:05:03.549Z
"Disabled train","Kenmore","Green Line D - Eastbound",0,0,2015-06-09T11:54:00.678Z,2015-06-09T11:54:00.678Z
"Train too crowded to board","Central Square","Red Line - Southbound",1,0,2015-03-20T12:30:51.712Z,2015-03-20T12:41:48.353Z
"Normal conditions","Malden Center","Orange Line - Southbound",0,0,2015-02-26T14:44:29.630Z,2015-02-26T14:44:29.630Z
"Delayed train","Chinatown","Orange Line - Northbound",4,0,2015-04-07T21:14:41.970Z,2015-04-07T21:23:39.466Z
"Delayed train","Park Street","Red Line - Northbound",0,0,2015-07-29T22:57:59.770Z,2015-07-29T22:57:59.770Z
"Delayed train","Community College","Orange Line - Northbound",0,0,2015-03-02T21:49:19.668Z,2015-03-02T21:49:19.668Z
"Train standing by at station","Kendall","Red Line - Southbound",0,0,2015-05-13T21:39:55.948Z,2015-05-13T21:39:55.948Z
"Train too crowded to board","Sullivan Square","Orange Line - Southbound",15,1,2015-02-26T12:50:36.270Z,2015-02-26T14:14:39.556Z
"Overcrowded train","Oak Grove","Orange Line - Northbound",0,0,2015-02-27T02:41:10.956Z,2015-02-27T02:41:10.956Z
"Delayed train","Back Bay","Orange Line - Northbound",11,2,2015-02-25T21:59:20.656Z,2015-02-25T23:08:48.980Z
"Normal conditions","Park Street","Red Line - Northbound",0,0,2015-02-25T23:44:59.586Z,2015-02-25T23:44:59.586Z
"Normal conditions","Park Street","Red Line - Northbound",0,0,2015-03-06T23:58:15.744Z,2015-03-06T23:58:15.744Z
"Normal conditions","Sharon","Providence-Stoughton Line - Inbound",0,0,2015-04-07T11:28:58.597Z,2015-04-07T11:28:58.597Z
"Normal conditions","Quincy Adams","Red Line - Southbound",3,0,2015-02-24T22:18:27.189Z,2015-02-24T23:16:10.233Z
"Train stopped between stations","Central Square","Red Line - Southbound",2,0,2015-05-15T22:03:10.838Z,2015-05-15T22:14:49.564Z
"Train too crowded to board","Central Square","Red Line - Northbound",0,1,2015-02-24T14:20:39.236Z,2015-02-24T14:20:39.236Z
"Delayed train","Central Square","Red Line - Northbound",0,2,2015-03-02T14:36:27.671Z,2015-03-02T14:36:27.671Z
"Delayed train","Oak Grove","Orange Line - Southbound",0,0,2015-08-03T10:49:46.833Z,2015-08-03T10:49:46.833Z
"Overcrowded train","Charles/MGH","Red Line - Northbound",0,0,2015-06-16T21:39:12.937Z,2015-06-16T21:39:12.937Z
"Train too crowded to board","Porter Square","Red Line - Southbound",0,0,2015-02-26T22:44:11.374Z,2015-02-26T22:44:11.374Z
"Delayed train","Malden Center","Orange Line - Southbound",1,0,2015-03-09T12:39:51.727Z,2015-03-09T12:40:03.348Z
"Delayed train","Davis","Red Line - Northbound",0,0,2015-02-26T13:35:05.065Z,2015-02-26T13:35:05.065Z
"Disabled train","Downtown Crossing","Red Line - Northbound",0,0,2015-06-26T21:17:29.381Z,2015-06-26T21:17:29.381Z
